orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
105116 :: 1010 :: 302993 :: 220461 :: 2000-11-24 :: 1
105121 :: 1001 :: 308737 :: 215657 :: 2000-11-24 :: 1
105124 :: 1002 :: 313530 :: 285110 :: 2000-11-25 :: 1
105147 :: 1003 :: 310911 :: 219294 :: 2000-11-26 :: 1
105151 :: 1008 :: 310670 :: 273312 :: 2000-11-26 :: 1
105154 :: 1013 :: 312363 :: 257472 :: 2000-11-27 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
105168 :: 1014 :: 301069 :: 266448 :: 2000-11-27 :: 1
105200 :: 1009 :: 302310 :: 207978 :: 2000-11-30 :: 1
105217 :: 1013 :: 307034 :: 287966 :: 2000-12-01 :: 1
105251 :: 1002 :: 314076 :: 239984 :: 2000-12-03 :: 1
105283 :: 1014 :: 303562 :: 207439 :: 2000-12-05 :: 1
105285 :: 1010 :: 302745 :: 225437 :: 2000-12-05 :: 1
105296 :: 1001 :: 308537 :: 267249 :: 2000-12-06 :: 1
105301 :: 1003 :: 308844 :: 216480 :: 2000-12-06 :: 1
105330 :: 1002 :: 308723 :: 223016 :: 2000-12-08 :: 1
105331 :: 1013 :: 305698 :: 256047 :: 2000-12-08 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
105336 :: 1001 :: 300397 :: 236528 :: 2000-12-08 :: 1
105420 :: 1004 :: 312643 :: 255582 :: 2000-12-13 :: 1
105439 :: 1018 :: 314727 :: 272023 :: 2000-12-14 :: 1
105460 :: 1016 :: 302034 :: 283056 :: 2000-12-15 :: 1
105475 :: 1018 :: 308610 :: 239286 :: 2000-12-16 :: 1
105494 :: 1006 :: 309535 :: 209237 :: 2000-12-18 :: 1
105527 :: 1013 :: 304162 :: 209414 :: 2000-12-20 :: 1
105529 :: 1014 :: 314681 :: 219256 :: 2000-12-20 :: 1
105534 :: 1003 :: 308415 :: 208934 :: 2000-12-21 :: 1
105554 :: 1017 :: 305480 :: 261313 :: 2000-12-22 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
105631 :: 1014 :: 314938 :: 222029 :: 2000-12-27 :: 1
105658 :: 1011 :: 311204 :: 278110 :: 2000-12-29 :: 1
105686 :: 1018 :: 310301 :: 211094 :: 2000-12-31 :: 1
105687 :: 1012 :: 307389 :: 287223 :: 2001-01-01 :: 1
105710 :: 1005 :: 307939 :: 263551 :: 2001-01-02 :: 1
105711 :: 1010 :: 307646 :: 235680 :: 2001-01-02 :: 1
105716 :: 1016 :: 306718 :: 212402 :: 2001-01-02 :: 1
105720 :: 1011 :: 305251 :: 239515 :: 2001-01-02 :: 1
105721 :: 1009 :: 304879 :: 206610 :: 2001-01-02 :: 1
105748 :: 1006 :: 310369 :: 233179 :: 2001-01-05 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
105760 :: 1011 :: 302719 :: 262883 :: 2001-01-06 :: 1
105762 :: 1013 :: 311503 :: 231681 :: 2001-01-06 :: 1
105780 :: 1006 :: 314555 :: 213501 :: 2001-01-07 :: 1
105786 :: 1012 :: 302032 :: 231284 :: 2001-01-07 :: 1
105796 :: 1003 :: 305650 :: 267211 :: 2001-01-08 :: 1
105805 :: 1007 :: 309691 :: 267556 :: 2001-01-08 :: 1
105807 :: 1004 :: 308521 :: 252689 :: 2001-01-09 :: 1
105813 :: 1011 :: 309442 :: 252871 :: 2001-01-09 :: 1
105820 :: 1014 :: 301714 :: 254326 :: 2001-01-10 :: 1
105846 :: 1017 :: 302075 :: 283221 :: 2001-01-12 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
105867 :: 1013 :: 312555 :: 228203 :: 2001-01-13 :: 1
105883 :: 1008 :: 308852 :: 205410 :: 2001-01-15 :: 1
105884 :: 1001 :: 300355 :: 279632 :: 2001-01-15 :: 1
105885 :: 1015 :: 300284 :: 269265 :: 2001-01-15 :: 1
105975 :: 1013 :: 309068 :: 258892 :: 2001-01-20 :: 1
105996 :: 1013 :: 308193 :: 209110 :: 2001-01-22 :: 1
106014 :: 1012 :: 307642 :: 275784 :: 2001-01-24 :: 1
106049 :: 1001 :: 304511 :: 283897 :: 2001-01-26 :: 1
106068 :: 1004 :: 305415 :: 256521 :: 2001-01-27 :: 1
106077 :: 1013 :: 310464 :: 287910 :: 2001-01-27 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
106106 :: 1017 :: 313075 :: 223064 :: 2001-01-29 :: 1
106109 :: 1013 :: 314721 :: 233186 :: 2001-01-29 :: 1
106118 :: 1011 :: 304323 :: 231176 :: 2001-01-30 :: 1
106124 :: 1005 :: 313680 :: 288361 :: 2001-01-30 :: 1
106133 :: 1010 :: 306729 :: 213128 :: 2001-01-31 :: 1
106136 :: 1008 :: 306022 :: 238263 :: 2001-01-31 :: 1
106142 :: 1010 :: 303559 :: 209343 :: 2001-01-31 :: 1
106149 :: 1014 :: 306183 :: 260543 :: 2001-01-31 :: 1
106158 :: 1018 :: 312971 :: 227731 :: 2001-02-01 :: 1
106168 :: 1013 :: 314876 :: 220167 :: 2001-02-02 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
106170 :: 1015 :: 303805 :: 235342 :: 2001-02-02 :: 1
106184 :: 1014 :: 305630 :: 264351 :: 2001-02-03 :: 1
106195 :: 1002 :: 308860 :: 258022 :: 2001-02-03 :: 1
106214 :: 1003 :: 303929 :: 260990 :: 2001-02-05 :: 1
106261 :: 1004 :: 301151 :: 230065 :: 2001-02-08 :: 1
106275 :: 1006 :: 300260 :: 218162 :: 2001-02-09 :: 1
106287 :: 1009 :: 314951 :: 272421 :: 2001-02-11 :: 1
106316 :: 1006 :: 311012 :: 280650 :: 2001-02-13 :: 1
106356 :: 1001 :: 308029 :: 235070 :: 2001-02-16 :: 1
106366 :: 1001 :: 314343 :: 222849 :: 2001-02-16 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
106376 :: 1017 :: 309171 :: 238403 :: 2001-02-17 :: 1
106385 :: 1006 :: 300032 :: 222393 :: 2001-02-17 :: 1
106396 :: 1018 :: 313606 :: 202206 :: 2001-02-18 :: 1
106407 :: 1001 :: 307261 :: 225407 :: 2001-02-18 :: 1
106436 :: 1003 :: 313760 :: 255885 :: 2001-02-20 :: 1
106445 :: 1001 :: 306105 :: 257534 :: 2001-02-21 :: 1
106451 :: 1014 :: 314942 :: 226753 :: 2001-02-21 :: 1
106452 :: 1003 :: 300804 :: 208132 :: 2001-02-21 :: 1
106455 :: 1006 :: 314984 :: 275171 :: 2001-02-22 :: 1
106466 :: 1010 :: 309063 :: 202172 :: 2001-02-22 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
106469 :: 1001 :: 311158 :: 223058 :: 2001-02-23 :: 1
106470 :: 1006 :: 313156 :: 205986 :: 2001-02-23 :: 1
106483 :: 1017 :: 308847 :: 207236 :: 2001-02-24 :: 1
106485 :: 1002 :: 312023 :: 248822 :: 2001-02-24 :: 1
106493 :: 1001 :: 306424 :: 204859 :: 2001-02-25 :: 1
106520 :: 1002 :: 301149 :: 257086 :: 2001-02-27 :: 1
106529 :: 1003 :: 310428 :: 273114 :: 2001-02-28 :: 1
106544 :: 1002 :: 306194 :: 219413 :: 2001-03-01 :: 1
106581 :: 1017 :: 310972 :: 206293 :: 2001-03-03 :: 1
106590 :: 1002 :: 309422 :: 265402 :: 2001-03-04 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
106597 :: 1002 :: 308325 :: 216169 :: 2001-03-05 :: 1
106599 :: 1012 :: 309454 :: 286526 :: 2001-03-05 :: 1
106609 :: 1006 :: 304163 :: 223310 :: 2001-03-06 :: 1
106617 :: 1015 :: 308950 :: 259100 :: 2001-03-06 :: 1
106626 :: 1001 :: 302154 :: 230459 :: 2001-03-07 :: 1
106644 :: 1017 :: 314834 :: 260228 :: 2001-03-08 :: 1
106689 :: 1013 :: 301023 :: 247888 :: 2001-03-11 :: 1
106708 :: 1012 :: 300125 :: 255952 :: 2001-03-13 :: 1
106709 :: 1004 :: 306487 :: 245519 :: 2001-03-13 :: 1
106729 :: 1012 :: 304639 :: 231763 :: 2001-03-14 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
106735 :: 1003 :: 306225 :: 250046 :: 2001-03-14 :: 1
106743 :: 1011 :: 306459 :: 250081 :: 2001-03-15 :: 1
106761 :: 1006 :: 310845 :: 238585 :: 2001-03-16 :: 1
106768 :: 1001 :: 311757 :: 219305 :: 2001-03-17 :: 1
106783 :: 1002 :: 311326 :: 256280 :: 2001-03-18 :: 1
106797 :: 1007 :: 300502 :: 207695 :: 2001-03-19 :: 1
106802 :: 1001 :: 309165 :: 252390 :: 2001-03-19 :: 1
106812 :: 1016 :: 310510 :: 246358 :: 2001-03-20 :: 1
106822 :: 1013 :: 313793 :: 255565 :: 2001-03-21 :: 1
106828 :: 1018 :: 314745 :: 202585 :: 2001-03-21 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
106848 :: 1016 :: 312592 :: 247637 :: 2001-03-22 :: 1
106854 :: 1011 :: 302897 :: 215706 :: 2001-03-22 :: 1
106867 :: 1003 :: 301587 :: 204433 :: 2001-03-23 :: 1
106922 :: 1016 :: 307719 :: 256184 :: 2001-03-27 :: 1
106935 :: 1012 :: 314875 :: 233769 :: 2001-03-27 :: 1
106950 :: 1009 :: 300338 :: 279081 :: 2001-03-28 :: 1
106968 :: 1001 :: 302947 :: 245478 :: 2001-03-29 :: 1
106971 :: 1017 :: 310858 :: 222279 :: 2001-03-29 :: 1
106975 :: 1001 :: 300674 :: 238579 :: 2001-03-29 :: 1
106980 :: 1009 :: 304297 :: 245905 :: 2001-03-30 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
106989 :: 1012 :: 313068 :: 218079 :: 2001-03-30 :: 1
107006 :: 1008 :: 306437 :: 265633 :: 2001-03-31 :: 1
107017 :: 1009 :: 304082 :: 269766 :: 2001-04-01 :: 1
107031 :: 1012 :: 302465 :: 213153 :: 2001-04-02 :: 1
107045 :: 1001 :: 300132 :: 254555 :: 2001-04-02 :: 1
107107 :: 1018 :: 300342 :: 222848 :: 2001-04-08 :: 1
107124 :: 1017 :: 305919 :: 203308 :: 2001-04-09 :: 1
107129 :: 1006 :: 304675 :: 221811 :: 2001-04-09 :: 1
107154 :: 1008 :: 301189 :: 252845 :: 2001-04-11 :: 1
107172 :: 1009 :: 313021 :: 289048 :: 2001-04-12 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
107184 :: 1003 :: 311185 :: 211386 :: 2001-04-13 :: 1
107206 :: 1004 :: 309906 :: 219861 :: 2001-04-14 :: 1
107247 :: 1010 :: 313191 :: 220328 :: 2001-04-17 :: 1
107248 :: 1009 :: 310152 :: 279617 :: 2001-04-17 :: 1
107258 :: 1002 :: 314696 :: 230929 :: 2001-04-18 :: 1
107272 :: 1002 :: 314811 :: 263034 :: 2001-04-18 :: 1
107279 :: 1017 :: 304539 :: 235530 :: 2001-04-19 :: 1
107284 :: 1007 :: 305357 :: 248055 :: 2001-04-19 :: 1
107296 :: 1008 :: 306074 :: 212584 :: 2001-04-20 :: 1
107305 :: 1002 :: 300488 :: 263279 :: 2001-04-21 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
107308 :: 1011 :: 301749 :: 242304 :: 2001-04-21 :: 1
107311 :: 1006 :: 304501 :: 208212 :: 2001-04-21 :: 1
107316 :: 1008 :: 313493 :: 221139 :: 2001-04-21 :: 1
107336 :: 1016 :: 301861 :: 201457 :: 2001-04-22 :: 1
107348 :: 1015 :: 302446 :: 201454 :: 2001-04-23 :: 1
107350 :: 1014 :: 305203 :: 204698 :: 2001-04-23 :: 1
107380 :: 1012 :: 310344 :: 214127 :: 2001-04-25 :: 1
107391 :: 1011 :: 302123 :: 249324 :: 2001-04-25 :: 1
107408 :: 1017 :: 306642 :: 258499 :: 2001-04-26 :: 1
107435 :: 1014 :: 303669 :: 253810 :: 2001-04-28 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
107436 :: 1016 :: 314893 :: 287128 :: 2001-04-28 :: 1
107447 :: 1017 :: 309366 :: 256647 :: 2001-04-29 :: 1
107450 :: 1015 :: 301623 :: 226555 :: 2001-04-29 :: 1
107491 :: 1015 :: 306788 :: 267603 :: 2001-05-02 :: 1
107508 :: 1016 :: 313702 :: 276453 :: 2001-05-03 :: 1
107515 :: 1008 :: 311688 :: 256974 :: 2001-05-03 :: 1
107530 :: 1003 :: 313993 :: 265339 :: 2001-05-04 :: 1
107546 :: 1001 :: 300762 :: 257344 :: 2001-05-05 :: 1
107557 :: 1002 :: 305245 :: 230998 :: 2001-05-05 :: 1
107570 :: 1001 :: 311212 :: 213668 :: 2001-05-06 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
107571 :: 1013 :: 312882 :: 285753 :: 2001-05-06 :: 1
107581 :: 1018 :: 312028 :: 237587 :: 2001-05-07 :: 1
107587 :: 1007 :: 307934 :: 225936 :: 2001-05-07 :: 1
107614 :: 1011 :: 306773 :: 235244 :: 2001-05-09 :: 1
107617 :: 1009 :: 304082 :: 287776 :: 2001-05-09 :: 1
107639 :: 1018 :: 306069 :: 224975 :: 2001-05-10 :: 1
107640 :: 1018 :: 308902 :: 209059 :: 2001-05-10 :: 1
107649 :: 1005 :: 310459 :: 266560 :: 2001-05-10 :: 1
107678 :: 1014 :: 300415 :: 228822 :: 2001-05-12 :: 1
107706 :: 1008 :: 309910 :: 202595 :: 2001-05-14 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
107715 :: 1001 :: 314795 :: 264220 :: 2001-05-15 :: 1
107740 :: 1018 :: 306631 :: 261150 :: 2001-05-16 :: 1
107764 :: 1018 :: 307504 :: 273673 :: 2001-05-18 :: 1
107780 :: 1011 :: 300095 :: 237066 :: 2001-05-19 :: 1
107781 :: 1002 :: 304998 :: 287580 :: 2001-05-19 :: 1
107856 :: 1001 :: 302484 :: 240495 :: 2001-05-24 :: 1
107858 :: 1007 :: 300286 :: 244283 :: 2001-05-24 :: 1
107864 :: 1008 :: 307930 :: 265216 :: 2001-05-24 :: 1
107897 :: 1003 :: 309916 :: 262215 :: 2001-05-25 :: 1
107921 :: 1016 :: 307778 :: 264436 :: 2001-05-27 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
107954 :: 1001 :: 310924 :: 231681 :: 2001-05-29 :: 1
107963 :: 1009 :: 303122 :: 216354 :: 2001-05-30 :: 1
107974 :: 1014 :: 306319 :: 242663 :: 2001-05-30 :: 1
107976 :: 1001 :: 309925 :: 223200 :: 2001-05-31 :: 1
107982 :: 1007 :: 306446 :: 259467 :: 2001-05-31 :: 1
107996 :: 1012 :: 308772 :: 250057 :: 2001-06-01 :: 1
108022 :: 1018 :: 300285 :: 219278 :: 2001-06-03 :: 1
108027 :: 1002 :: 310604 :: 214566 :: 2001-06-03 :: 1
108040 :: 1013 :: 304310 :: 263752 :: 2001-06-04 :: 1
108075 :: 1002 :: 301673 :: 280413 :: 2001-06-07 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
108085 :: 1004 :: 308204 :: 225471 :: 2001-06-07 :: 1
108114 :: 1002 :: 312615 :: 255038 :: 2001-06-09 :: 1
108136 :: 1018 :: 305987 :: 242766 :: 2001-06-11 :: 1
108183 :: 1001 :: 303352 :: 238901 :: 2001-06-14 :: 1
108198 :: 1010 :: 307196 :: 269126 :: 2001-06-15 :: 1
108202 :: 1007 :: 308789 :: 221375 :: 2001-06-15 :: 1
108204 :: 1015 :: 305486 :: 281737 :: 2001-06-15 :: 1
108228 :: 1004 :: 313519 :: 254820 :: 2001-06-17 :: 1
108281 :: 1018 :: 309449 :: 266000 :: 2001-06-20 :: 1
108282 :: 1001 :: 306779 :: 266493 :: 2001-06-20 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
108308 :: 1016 :: 311231 :: 239614 :: 2001-06-21 :: 1
108318 :: 1002 :: 308649 :: 214780 :: 2001-06-22 :: 1
108345 :: 1004 :: 310557 :: 200139 :: 2001-06-24 :: 1
108376 :: 1004 :: 311109 :: 231302 :: 2001-06-26 :: 1
108380 :: 1013 :: 308712 :: 277349 :: 2001-06-26 :: 1
108384 :: 1008 :: 304300 :: 272395 :: 2001-06-26 :: 1
108401 :: 1014 :: 300313 :: 276872 :: 2001-06-28 :: 1
108406 :: 1014 :: 306619 :: 248897 :: 2001-06-29 :: 1
108407 :: 1001 :: 302638 :: 263621 :: 2001-06-29 :: 1
108423 :: 1004 :: 313172 :: 289280 :: 2001-06-30 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
108429 :: 1008 :: 302653 :: 252188 :: 2001-07-01 :: 1
108455 :: 1017 :: 307443 :: 209326 :: 2001-07-03 :: 1
108463 :: 1017 :: 302954 :: 208725 :: 2001-07-03 :: 1
108466 :: 1011 :: 311765 :: 200452 :: 2001-07-03 :: 1
108500 :: 1002 :: 309826 :: 247256 :: 2001-07-05 :: 1
108512 :: 1013 :: 301023 :: 262093 :: 2001-07-06 :: 1
108514 :: 1016 :: 302716 :: 258245 :: 2001-07-06 :: 1
108544 :: 1007 :: 306312 :: 234556 :: 2001-07-08 :: 1
108581 :: 1010 :: 311980 :: 239665 :: 2001-07-11 :: 1
108586 :: 1013 :: 311659 :: 260003 :: 2001-07-11 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
108588 :: 1010 :: 312520 :: 235392 :: 2001-07-11 :: 1
108625 :: 1001 :: 313552 :: 216472 :: 2001-07-13 :: 1
108662 :: 1007 :: 303496 :: 253590 :: 2001-07-15 :: 1
108679 :: 1013 :: 301371 :: 233617 :: 2001-07-16 :: 1
108727 :: 1002 :: 300206 :: 223768 :: 2001-07-19 :: 1
108742 :: 1014 :: 311924 :: 232811 :: 2001-07-20 :: 1
108745 :: 1008 :: 314159 :: 225937 :: 2001-07-21 :: 1
108757 :: 1001 :: 310103 :: 211062 :: 2001-07-22 :: 1
108766 :: 1008 :: 301758 :: 214617 :: 2001-07-23 :: 1
108777 :: 1015 :: 307812 :: 281491 :: 2001-07-23 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
108846 :: 1002 :: 309540 :: 262890 :: 2001-07-27 :: 1
108848 :: 1001 :: 305333 :: 257040 :: 2001-07-28 :: 1
108869 :: 1008 :: 314842 :: 237000 :: 2001-07-29 :: 1
108870 :: 1011 :: 310895 :: 269652 :: 2001-07-29 :: 1
108893 :: 1016 :: 308823 :: 225855 :: 2001-07-31 :: 1
108895 :: 1001 :: 312066 :: 207827 :: 2001-07-31 :: 1
108896 :: 1009 :: 303479 :: 265485 :: 2001-07-31 :: 1
108945 :: 1007 :: 304979 :: 200130 :: 2001-08-02 :: 1
108956 :: 1012 :: 300219 :: 269076 :: 2001-08-03 :: 1
108959 :: 1015 :: 311074 :: 275397 :: 2001-08-03 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
108961 :: 1011 :: 310664 :: 214036 :: 2001-08-04 :: 1
108971 :: 1007 :: 302923 :: 259108 :: 2001-08-05 :: 1
108974 :: 1017 :: 309628 :: 210632 :: 2001-08-05 :: 1
108978 :: 1009 :: 304958 :: 261728 :: 2001-08-06 :: 1
108984 :: 1010 :: 313681 :: 203490 :: 2001-08-06 :: 1
108993 :: 1003 :: 310536 :: 205380 :: 2001-08-06 :: 1
109015 :: 1009 :: 310592 :: 214524 :: 2001-08-08 :: 1
109057 :: 1014 :: 306097 :: 275719 :: 2001-08-11 :: 1
109089 :: 1001 :: 300677 :: 253427 :: 2001-08-13 :: 1
109093 :: 1006 :: 314972 :: 227024 :: 2001-08-14 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
109099 :: 1003 :: 300663 :: 272662 :: 2001-08-14 :: 1
109105 :: 1004 :: 309388 :: 232214 :: 2001-08-14 :: 1
109109 :: 1016 :: 305233 :: 243305 :: 2001-08-14 :: 1
109115 :: 1003 :: 312363 :: 207995 :: 2001-08-15 :: 1
109132 :: 1006 :: 311718 :: 284556 :: 2001-08-16 :: 1
109136 :: 1010 :: 307762 :: 268924 :: 2001-08-16 :: 1
109137 :: 1005 :: 312193 :: 206075 :: 2001-08-16 :: 1
109147 :: 1009 :: 301983 :: 268535 :: 2001-08-17 :: 1
109176 :: 1001 :: 300219 :: 287139 :: 2001-08-18 :: 1
109186 :: 1001 :: 305243 :: 257937 :: 2001-08-19 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
109193 :: 1013 :: 307972 :: 223462 :: 2001-08-19 :: 1
109200 :: 1011 :: 309218 :: 284271 :: 2001-08-20 :: 1
109212 :: 1007 :: 311210 :: 225274 :: 2001-08-20 :: 1
109214 :: 1002 :: 300406 :: 233361 :: 2001-08-20 :: 1
109229 :: 1007 :: 303462 :: 243340 :: 2001-08-21 :: 1
109250 :: 1005 :: 305141 :: 217550 :: 2001-08-23 :: 1
109260 :: 1011 :: 312314 :: 202242 :: 2001-08-23 :: 1
109272 :: 1001 :: 312218 :: 247078 :: 2001-08-24 :: 1
109279 :: 1009 :: 312057 :: 206252 :: 2001-08-24 :: 1
109298 :: 1001 :: 305291 :: 237849 :: 2001-08-25 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
109347 :: 1018 :: 304070 :: 277298 :: 2001-08-28 :: 1
109356 :: 1002 :: 307089 :: 208751 :: 2001-08-29 :: 1
109379 :: 1007 :: 303397 :: 254617 :: 2001-08-30 :: 1
109403 :: 1013 :: 305364 :: 213251 :: 2001-08-31 :: 1
109418 :: 1010 :: 304619 :: 241499 :: 2001-09-01 :: 1
109483 :: 1011 :: 301547 :: 270001 :: 2001-09-05 :: 1
109498 :: 1007 :: 300888 :: 222858 :: 2001-09-06 :: 1
109499 :: 1013 :: 309101 :: 280878 :: 2001-09-06 :: 1
109509 :: 1004 :: 303565 :: 217939 :: 2001-09-07 :: 1
109521 :: 1013 :: 307119 :: 223410 :: 2001-09-08 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
109543 :: 1009 :: 302497 :: 204472 :: 2001-09-09 :: 1
109561 :: 1001 :: 309822 :: 256665 :: 2001-09-10 :: 1
109567 :: 1009 :: 313322 :: 235582 :: 2001-09-10 :: 1
109569 :: 1001 :: 306863 :: 265808 :: 2001-09-10 :: 1
109611 :: 1005 :: 305063 :: 217343 :: 2001-09-13 :: 1
109619 :: 1012 :: 303473 :: 237497 :: 2001-09-14 :: 1
109634 :: 1018 :: 307386 :: 229794 :: 2001-09-15 :: 1
109635 :: 1007 :: 309808 :: 257610 :: 2001-09-15 :: 1
109643 :: 1016 :: 311112 :: 270044 :: 2001-09-15 :: 1
109670 :: 1017 :: 312101 :: 204297 :: 2001-09-17 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
109671 :: 1001 :: 300779 :: 220383 :: 2001-09-17 :: 1
109678 :: 1001 :: 308479 :: 215080 :: 2001-09-17 :: 1
109685 :: 1018 :: 310969 :: 207313 :: 2001-09-17 :: 1
109710 :: 1002 :: 314759 :: 243359 :: 2001-09-20 :: 1
109732 :: 1017 :: 310583 :: 225722 :: 2001-09-21 :: 1
109743 :: 1012 :: 314676 :: 215760 :: 2001-09-22 :: 1
109762 :: 1017 :: 301958 :: 223874 :: 2001-09-23 :: 1
109773 :: 1005 :: 302737 :: 233307 :: 2001-09-24 :: 1
109774 :: 1004 :: 302384 :: 219229 :: 2001-09-24 :: 1
109791 :: 1005 :: 307783 :: 204808 :: 2001-09-26 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
109793 :: 1013 :: 310280 :: 238253 :: 2001-09-26 :: 1
109796 :: 1005 :: 301769 :: 204987 :: 2001-09-26 :: 1
109800 :: 1009 :: 309541 :: 252786 :: 2001-09-26 :: 1
109817 :: 1012 :: 312415 :: 216198 :: 2001-09-27 :: 1
109820 :: 1004 :: 311564 :: 211474 :: 2001-09-27 :: 1
109826 :: 1016 :: 311685 :: 202597 :: 2001-09-28 :: 1
109848 :: 1018 :: 310419 :: 219948 :: 2001-09-29 :: 1
109849 :: 1006 :: 305829 :: 229304 :: 2001-09-29 :: 1
109861 :: 1015 :: 314183 :: 284934 :: 2001-09-30 :: 1
109886 :: 1011 :: 308901 :: 233412 :: 2001-10-01 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
109888 :: 1016 :: 302950 :: 247595 :: 2001-10-01 :: 1
109894 :: 1017 :: 307026 :: 268477 :: 2001-10-02 :: 1
109938 :: 1010 :: 300789 :: 277371 :: 2001-10-05 :: 1
109940 :: 1008 :: 305733 :: 275584 :: 2001-10-05 :: 1
109960 :: 1015 :: 309503 :: 258508 :: 2001-10-06 :: 1
109972 :: 1007 :: 306112 :: 237610 :: 2001-10-06 :: 1
109978 :: 1008 :: 306735 :: 283707 :: 2001-10-07 :: 1
109985 :: 1001 :: 303399 :: 260978 :: 2001-10-07 :: 1
110004 :: 1010 :: 309471 :: 234369 :: 2001-10-09 :: 1
110046 :: 1010 :: 314094 :: 200516 :: 2001-10-12 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
110054 :: 1014 :: 300808 :: 209613 :: 2001-10-12 :: 1
110055 :: 1002 :: 306596 :: 286322 :: 2001-10-12 :: 1
110061 :: 1013 :: 301493 :: 266311 :: 2001-10-12 :: 1
110114 :: 1001 :: 306974 :: 213323 :: 2001-10-16 :: 1
110123 :: 1017 :: 308962 :: 259712 :: 2001-10-16 :: 1
110158 :: 1017 :: 309055 :: 279018 :: 2001-10-19 :: 1
110196 :: 1011 :: 301534 :: 226907 :: 2001-10-22 :: 1
110200 :: 1003 :: 309289 :: 230705 :: 2001-10-22 :: 1
110209 :: 1005 :: 303479 :: 241133 :: 2001-10-23 :: 1
110217 :: 1009 :: 301029 :: 263682 :: 2001-10-23 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
110231 :: 1003 :: 306537 :: 220016 :: 2001-10-24 :: 1
110242 :: 1003 :: 303504 :: 204721 :: 2001-10-25 :: 1
110262 :: 1003 :: 312907 :: 240144 :: 2001-10-27 :: 1
110275 :: 1010 :: 309295 :: 244132 :: 2001-10-28 :: 1
110284 :: 1016 :: 305109 :: 221552 :: 2001-10-28 :: 1
110289 :: 1008 :: 306037 :: 245916 :: 2001-10-28 :: 1
110290 :: 1015 :: 303736 :: 269092 :: 2001-10-29 :: 1
110297 :: 1010 :: 311121 :: 204744 :: 2001-10-29 :: 1
110318 :: 1017 :: 303713 :: 207588 :: 2001-10-31 :: 1
110332 :: 1016 :: 305390 :: 241454 :: 2001-10-31 :: 1
